site,date,tl_mm,fl_mm,wt_gm,sex
Mombasa,2020-03-06,159,138,31.67,F
Mombasa,2020-03-06,150,129,25.73,F
Mombasa,2020-03-06,146,127,29.26,F
Mombasa,2020-03-06,157,138,35.2,F
Mombasa,2020-03-06,143,122,26.67,F
Mombasa,2020-04-16,140,130,21.31,M
Mombasa,2020-04-16,150,140,26,M
Mombasa,2020-04-16,160,148,32.45,M
Mombasa,2020-04-16,157,144,34.85,M
Mombasa,2020-04-16,170,156,43.21,M
Mombasa,2020-04-16,148,136,26.62,M
Mombasa,2020-04-16,165,151,39.17,M
Mombasa,2020-04-16,147,136,26.2,M
Mombasa,2020-04-16,169,155,42.6,M
Mombasa,2020-04-16,152,140,34.13,M
Mombasa,2020-04-16,159,149,33.7,M
Mombasa,2020-04-16,143,130,25.48,M
Mombasa,2020-04-16,143,132,25.25,M
Mombasa,2020-04-16,149,136,28.58,M
Mombasa,2020-04-16,139,130,23.29,M
Mombasa,2020-04-16,149,137,32.94,M
Mombasa,2020-04-16,146,135,25.61,M
Mombasa,2020-04-16,152,143,28.35,M
Mombasa,2020-04-16,157,145,32.34,M
Mombasa,2020-04-16,145,133,24.19,M
Mombasa,2020-04-16,148,135,26.71,M
Mombasa,2020-04-16,147,135,25.52,M
Mombasa,2020-04-16,150,136,28.35,M
Mombasa,2020-04-16,157,145,30.46,M
Mombasa,2020-04-16,160,146,37.82,M
Mombasa,2020-04-16,148,135,30.43,M
Mombasa,2020-04-16,154,142,31.31,M
Mombasa,2020-04-16,153,140,30.7,M
Mombasa,2020-04-16,147,135,24.72,M
Mombasa,2020-04-16,145,133,26,M
Mombasa,2020-04-16,147,135,23.89,M
Mombasa,2020-04-16,144,132,23.41,M
Mombasa,2020-04-16,148,135,23.12,M
Mombasa,2020-04-16,153,142,24.95,M
Mombasa,2020-04-16,141,130,24.33,M
Mombasa,2020-04-16,147,135,26.56,M
Mombasa,2020-04-16,152,140,27.58,M
Mombasa,2020-04-16,148,136,29.56,M
Mombasa,2020-04-16,145,133,27.02,M
Mombasa,2020-04-16,153,140,28.85,M
Mombasa,2020-04-16,146,135,24.24,M
Mombasa,2020-04-16,144,133,23.47,M
Mombasa,2020-04-16,148,135,28.9,M
Mombasa,2020-04-16,141,138,22.38,M
Mombasa,2020-04-16,143,132,22.06,M
Mombasa,2020-04-16,143,130,24.46,M
Mombasa,2020-04-16,138,126,22.24,M
Mombasa,2020-04-16,185,141,32.46,M
Mombasa,2020-04-16,155,148,32.17,M
Mombasa,2020-04-16,150,138,31.11,M
Mombasa,2020-04-16,155,141,33.64,M
Mombasa,2020-04-16,152,140,29.05,M
Mombasa,2020-04-16,148,136,26.58,M
Mombasa,2020-04-16,140,129,20.61,M
Mombasa,2020-04-16,145,133,27.87,M
Mombasa,2020-04-16,161,147,39.37,M
Mombasa,2020-04-16,148,135,27.25,M
Mombasa,2020-04-16,157,144,29.15,M
Mombasa,2020-04-16,151,140,26.98,M
Mombasa,2020-04-16,149,135,26.57,M
Mombasa,2020-04-16,151,137,27.88,M
Mombasa,2020-04-16,145,133,22.83,M
Mombasa,2020-04-16,140,129,20.2,M
Mombasa,2020-04-16,162,148,34.74,M
Mombasa,2020-04-16,149,137,25.99,M
Mombasa,2020-04-16,149,137,26.46,M
Mombasa,2020-04-16,140,128,19.95,M
Mombasa,2020-04-16,150,140,27.9,M
Mombasa,2020-04-16,155,144,30.2,M
Mombasa,2020-04-16,156,144,33.94,M
Mombasa,2020-04-16,157,145,32.86,M
Mombasa,2020-04-16,141,130,26.48,M
Mombasa,2020-04-16,160,146,31.51,M
Mombasa,2020-04-16,148,135,27,M
Mombasa,2020-04-16,137,145,31.41,M
Mombasa,2020-04-16,147,135,24.3,M
Mombasa,2020-04-16,168,154,38.75,M
Mombasa,2020-04-16,152,138,26.91,M
Mombasa,2020-04-16,153,140,27.66,M
Mombasa,2020-04-16,156,145,29.95,M
Mombasa,2020-04-16,150,139,26.28,M
Mombasa,2020-04-16,163,149,36.14,M
Mombasa,2020-04-16,135,123,18.14,M
Mombasa,2020-04-16,145,133,23.04,M
Mombasa,2020-04-16,148,135,25.95,M
Mombasa,2020-04-16,163,150,33.91,M
Mombasa,2020-04-16,145,132,23.44,M
Mombasa,2020-04-16,148,137,25.64,M
Mombasa,2020-04-16,157,145,29.68,M
Mombasa,2020-04-16,153,143,28.74,M
Mombasa,2020-04-16,159,146,30.86,M
Mombasa,2020-04-16,145,134,27.12,M
Mombasa,2020-04-16,156,144,29.78,M
Mombasa,2020-04-16,157,144,32.7,M
Mombasa,2020-04-16,155,145,29.83,M
Mombasa,2020-04-16,161,147,34.1,M
Mombasa,2020-04-16,147,135,22.52,M
Mombasa,2020-04-16,154,140,30.04,M
Mombasa,2020-04-16,155,143,32.15,M
Mombasa,2020-04-16,139,130,19.64,M
Mombasa,2020-04-16,160,146,29.65,M
Mombasa,2020-04-16,152,140,29.34,M
Mombasa,2020-04-16,147,135,24.64,M
Mombasa,2020-04-16,150,139,26.84,M
Mombasa,2020-04-16,157,144,33.25,M
Mombasa,2020-04-16,150,140,27.57,M
Mombasa,2020-04-16,157,145,33.72,M
Mombasa,2020-04-16,162,149,33.72,M
Mombasa,2020-04-16,147,135,25.72,M
Mombasa,2020-04-16,157,145,31.73,M
Mombasa,2020-04-16,151,138,30.06,M
Mombasa,2020-04-16,153,140,28.24,M
Mombasa,2020-04-16,157,145,33.8,M
Mombasa,2020-04-16,161,147,36.9,M
Mombasa,2020-04-16,152,140,29.73,M
Mombasa,2020-04-16,139,126,19.8,M
Mombasa,2020-04-16,157,144,31.55,M
Mombasa,2020-04-16,157,144,30.43,M
Mombasa,2020-04-16,144,132,23.41,M
Mombasa,2020-04-16,149,137,26.52,M
Mombasa,2020-04-16,149,138,29.33,M
Mombasa,2020-04-16,140,129,21.54,M
Mombasa,2020-04-16,139,128,21.53,M
Mombasa,2020-04-16,150,140,30.28,M
Mombasa,2020-04-16,149,135,26.56,M
Mombasa,2020-04-16,150,137,28.58,M
Mombasa,2020-04-16,150,138,27.74,M
Mombasa,2020-04-16,143,131,23.76,M
Mombasa,2020-04-16,143,131,24.83,M
Mombasa,2020-04-16,150,138,28.84,M
Mombasa,2020-04-16,163,150,37.96,M
Mombasa,2020-04-16,145,132,24.09,M
Mombasa,2020-04-16,147,135,27.62,M
Mombasa,2020-04-16,143,129,23.03,M
Mombasa,2020-04-16,145,134,24.04,M
Mombasa,2020-04-16,153,141,29.64,M
Mombasa,2020-04-16,170,155,40.98,M
Mombasa,2020-04-16,154,133,19.38,M
Mombasa,2020-04-16,154,141,28.52,M
Mombasa,2020-04-16,157,143,35.08,M
Mombasa,2020-04-16,144,135,25.12,M
Mombasa,2020-04-16,163,150,36.75,M
Mombasa,2020-04-16,146,134,25.8,M
Mombasa,2020-04-16,157,145,34.42,M
Mombasa,2020-04-16,154,142,30.73,M
Mombasa,2020-04-16,152,138,28.1,M
Mombasa,2020-04-16,148,136,24.38,M
Mombasa,2020-04-16,142,135,25.42,M
Mombasa,2020-04-16,149,136,26.09,M
Mombasa,2020-04-16,144,133,22.85,M
Mombasa,2020-04-16,137,125,22.06,M
Mombasa,2020-04-16,151,138,28.49,M
Mombasa,2020-04-16,155,144,30.75,M
Mombasa,2020-04-16,153,140,26.66,M
Mombasa,2020-04-16,157,135,33.46,M
Mombasa,2020-04-16,155,143,31.3,M
Mombasa,2020-04-16,150,137,28.86,M
Mombasa,2020-04-16,155,143,30.74,M
Mombasa,2020-04-16,150,137,23.82,M
Mombasa,2020-04-16,152,140,29.56,M
Mombasa,2020-04-16,140,129,22.01,M
Mombasa,2020-04-16,156,145,33.34,M
Mombasa,2020-04-16,145,133,25.03,M
Mombasa,2020-04-16,141,130,22.09,M
Mombasa,2020-04-16,157,145,31.33,M
Mombasa,2020-04-16,157,145,33.34,M
Mombasa,2020-04-16,157,144,32.04,M
Mombasa,2020-04-16,146,135,23.53,M
Mombasa,2020-04-16,155,141,25.62,M
Mombasa,2020-04-16,134,122,19.07,M
Mombasa,2020-04-16,140,130,20.89,M
Mombasa,2020-04-16,148,135,23.73,M
Mombasa,2020-04-16,143,132,24.24,M
Mombasa,2020-04-16,133,122,16.82,M
Mombasa,2020-04-16,133,125,18.2,M
Mombasa,2020-04-16,152,140,29.27,M
Mombasa,2020-04-16,151,139,26.76,M
Mombasa,2020-04-16,146,135,23.01,M
Mombasa,2020-04-16,142,130,22.36,M
Mombasa,2020-04-16,167,154,34.35,M
Mombasa,2020-04-16,147,135,21.26,M
Mombasa,2020-04-16,153,144,21.63,M
Mombasa,2020-04-16,153,140,29.13,M
Mombasa,2020-04-16,143,132,24.44,M
Mombasa,2020-04-16,158,145,28.01,M
Mombasa,2020-04-16,146,134,24.61,M
Mombasa,2020-04-16,152,140,26.9,M
Mombasa,2020-04-16,142,130,26.05,M
Mombasa,2020-04-16,150,138,28.23,M
Mombasa,2020-04-16,149,138,26.27,F
Mombasa,2020-04-16,145,134,24.81,F
Mombasa,2020-04-16,137,126,18.48,F
Mombasa,2020-04-16,164,151,39.87,F
Mombasa,2020-04-16,162,149,36.08,F
Mombasa,2020-04-16,180,163,50.63,F
Mombasa,2020-04-16,149,137,26.44,F
Mombasa,2020-04-16,144,133,23.58,F
Mombasa,2020-04-16,150,138,26.4,F
Mombasa,2020-04-16,187,173,59.42,F
Mombasa,2020-04-16,188,173,64.97,F
Mombasa,2020-04-16,172,157,47.29,F
Mombasa,2020-04-16,144,132,25.6,F
Mombasa,2020-04-16,148,136,27.84,F
Mombasa,2020-04-16,170,156,40.58,F
Mombasa,2020-04-16,146,134,23.28,F
Mombasa,2020-04-16,153,140,30.91,F
Mombasa,2020-04-16,150,139,28.46,F
Mombasa,2020-04-16,162,150,34.37,F
Mombasa,2020-04-16,153,140,29.54,F
Mombasa,2020-04-16,156,143,34.42,F
Mombasa,2020-04-16,155,144,30.67,F
Mombasa,2020-04-16,166,154,37.75,F
Mombasa,2020-04-16,152,139,32.06,F
Mombasa,2020-04-16,152,140,27.68,F
Mombasa,2020-04-16,152,140,28.44,F
Mombasa,2020-04-16,153,140,29.65,F
Mombasa,2020-04-16,146,133,27.28,F
Mombasa,2020-04-16,153,142,31.48,F
Mombasa,2020-04-16,159,148,33.84,F
Mombasa,2020-04-16,141,131,25.62,F
Mombasa,2020-04-16,156,141,30.46,F
Mombasa,2020-04-16,150,138,27.81,F
Mombasa,2020-04-16,149,136,25.17,F
Mombasa,2020-04-16,150,139,30.77,F
Mombasa,2020-04-16,142,130,22.22,F
Mombasa,2020-04-16,168,155,42.41,F
Mombasa,2020-04-16,174,160,43.65,F
Mombasa,2020-04-16,141,126,23.26,F
Mombasa,2020-04-16,138,126,19.65,F
Mombasa,2020-04-16,154,143,31.16,F
Mombasa,2020-04-16,167,154,38.44,F
Mombasa,2020-04-16,153,140,29.64,F
Mombasa,2020-04-16,177,163,49.68,F
Mombasa,2020-04-16,149,136,27.42,F
Mombasa,2020-04-16,167,152,37.77,F
Mombasa,2020-04-16,148,135,27.01,F
Mombasa,2020-04-16,150,138,28.12,F
Mombasa,2020-04-16,160,146,33.19,F
Mombasa,2020-04-16,151,137,28.51,F
Mombasa,2020-04-16,146,134,25.44,F
Mombasa,2020-04-16,162,149,36.31,F
Mombasa,2020-04-16,146,135,23.44,F
Mombasa,2020-04-16,153,140,26.64,F
Mombasa,2020-04-16,163,150,34.85,F
Mombasa,2020-04-16,147,135,26.21,F
Mombasa,2020-04-16,156,144,31.43,F
Mombasa,2020-04-16,164,149,37.86,F
Mombasa,2020-04-16,169,155,40.39,F
Mombasa,2020-04-16,157,144,31.79,F
Mombasa,2020-04-16,160,146,39.39,F
Mombasa,2020-04-16,143,130,24.61,F
Mombasa,2020-04-16,152,140,27.9,F
Mombasa,2020-04-16,155,140,28.9,F
Mombasa,2020-04-16,150,137,28.5,F
Mombasa,2020-04-16,144,133,25.64,F
Mombasa,2020-04-16,153,141,29.55,F
Mombasa,2020-04-16,156,144,29.48,F
Mombasa,2020-04-16,153,139,30.66,F
Mombasa,2020-04-16,143,131,21.18,F
Mombasa,2020-04-16,158,145,33.17,F
Mombasa,2020-04-16,153,141,28.36,F
Mombasa,2020-04-16,157,145,31.55,F
Mombasa,2020-04-16,144,133,23.02,F
Mombasa,2020-04-16,159,146,32.08,F
Mombasa,2020-04-16,156,143,29.12,F
Mombasa,2020-04-16,163,150,38.82,F
Mombasa,2020-04-16,156,143,29.68,F
Mombasa,2020-04-16,142,130,24.02,F
Mombasa,2020-04-16,140,130,20.68,F
Mombasa,2020-04-16,148,134,25.21,F
Mombasa,2020-04-16,157,145,32.47,F
Mombasa,2020-04-16,148,135,28.84,F
Mombasa,2020-04-16,160,146,34.7,F
Mombasa,2020-04-16,147,135,23.63,F
Mombasa,2020-04-16,150,138,30,F
Mombasa,2020-04-16,153,141,29.71,F
Mombasa,2020-04-16,149,137,27.38,F
Mombasa,2020-04-16,153,140,30.33,F
Mombasa,2020-04-16,148,136,28.04,F
Mombasa,2020-04-16,160,146,33.09,F
Mombasa,2020-04-16,172,157,45.43,F
Mombasa,2020-04-16,160,154,42.67,F
Mombasa,2020-04-16,146,134,23.53,F
Mombasa,2020-04-16,156,143,33.51,F
Mombasa,2020-04-16,153,141,30.52,F
Mombasa,2020-04-16,164,152,33.81,F
Mombasa,2020-04-16,158,145,31.02,F
Mombasa,2020-04-16,161,147,35.82,F
Mombasa,2020-04-16,150,137,32.32,F
Mombasa,2020-04-16,157,145,34.06,F
Mombasa,2020-04-16,142,130,23.9,F
Mombasa,2020-04-16,158,146,31.95,F
Mombasa,2020-04-16,161,150,32.38,F
Mombasa,2020-04-16,152,141,31.34,F
Mombasa,2020-04-16,160,146,32.35,F
Mombasa,2020-04-16,161,149,35.24,F
Mombasa,2020-04-16,161,152,41.79,F
Mombasa,2020-04-16,150,137,27.82,F
Mombasa,2020-04-16,178,163,52.23,F
Mombasa,2020-04-16,150,139,25.6,F
Mombasa,2020-04-16,148,137,22.6,F
Mombasa,2020-04-16,147,135,24.29,F
Mombasa,2020-04-16,167,154,36.3,F
Mombasa,2020-04-16,149,137,29.15,F
Mombasa,2020-04-16,144,133,20.39,F
Mombasa,2020-04-16,150,136,28.71,F
Mombasa,2020-04-16,148,135,26.9,F
Mombasa,2020-04-16,149,139,23.09,F
Mombasa,2020-04-16,146,135,23.19,F
Mombasa,2020-04-16,141,130,20.37,F
Mombasa,2020-05-18,143,130,22.36,M
Mombasa,2020-05-18,131,120,17.76,M
Mombasa,2020-05-18,146,134,25.73,M
Mombasa,2020-05-18,143,130,23.42,M
Mombasa,2020-05-18,140,129,20.64,M
Mombasa,2020-05-18,139,124,19.45,M
Mombasa,2020-05-18,157,145,32.61,M
Mombasa,2020-05-18,126,115,16.48,M
Mombasa,2020-05-18,153,140,28.68,M
Mombasa,2020-05-18,132,120,16.55,M
Mombasa,2020-05-18,134,123,18.87,M
Mombasa,2020-05-18,133,121,17.98,M
Mombasa,2020-05-18,132,120,17.41,M
Mombasa,2020-05-18,143,130,20.77,M
Mombasa,2020-05-18,132,121,18.24,M
Mombasa,2020-05-19,146,133,24.71,M
Mombasa,2020-05-19,150,137,27.75,M
Mombasa,2020-05-19,149,136,28.15,M
Mombasa,2020-05-19,139,126,21.49,M
Mombasa,2020-05-19,141,131,23.27,M
Mombasa,2020-05-19,150,138,27.87,M
Mombasa,2020-05-20,155,140,30.53,M
Mombasa,2020-05-20,140,129,22.69,M
Mombasa,2020-05-20,145,135,26.23,M
Mombasa,2020-05-20,136,125,21.63,M
Mombasa,2020-05-20,149,135,30.61,M
Mombasa,2020-05-20,133,121,21.1,M
Mombasa,2020-05-20,195,180,60.85,M
Mombasa,2020-05-20,201,183,67.34,M
Mombasa,2020-05-20,171,156,38.6,M
Mombasa,2020-05-20,173,158,39.3,M
Mombasa,2020-05-20,207,188,72.95,M
Mombasa,2020-05-20,194,176,65.29,M
Mombasa,2020-05-20,210,193,86.42,M
Mombasa,2020-05-20,201,183,72.4,M
Mombasa,2020-05-20,176,164,48.33,M
Mombasa,2020-05-20,187,170,54.93,M
Mombasa,2020-05-20,169,155,38.59,M
Mombasa,2020-05-20,177,164,41.3,M
Mombasa,2020-05-20,175,160,46.3,M
Mombasa,2020-05-20,174,160,38.67,M
Mombasa,2020-05-20,176,165,45.92,M
Mombasa,2020-05-20,175,163,48.33,M
Mombasa,2020-05-20,189,173,59.04,M
Mombasa,2020-05-20,194,180,69.8,M
Mombasa,2020-05-18,147,136,27.36,F
Mombasa,2020-05-18,146,132,24.35,F
Mombasa,2020-05-18,133,122,18.49,F
Mombasa,2020-05-18,153,139,29.2,F
Mombasa,2020-05-18,140,128,29.89,F
Mombasa,2020-05-18,134,121,17.04,F
Mombasa,2020-05-18,133,124,18.93,F
Mombasa,2020-05-18,140,120,24.85,F
Mombasa,2020-05-18,142,128,22.3,F
Mombasa,2020-05-18,147,132,27,F
Mombasa,2020-05-18,140,125,23.03,F
Mombasa,2020-05-18,145,130,22.68,F
Mombasa,2020-05-18,145,129,24.74,F
Mombasa,2020-05-18,143,130,22.31,F
Mombasa,2020-05-18,137,126,19.4,F
Mombasa,2020-05-18,142,129,22.81,F
Mombasa,2020-05-18,139,129,20.58,F
Mombasa,2020-05-18,130,127,17.81,F
Mombasa,2020-05-18,140,128,20.13,F
Mombasa,2020-05-18,144,134,22.55,F
Mombasa,2020-05-18,136,125,17.45,F
Mombasa,2020-05-18,134,121,17.49,F
Mombasa,2020-05-18,140,129,22.96,F
Mombasa,2020-05-19,150,143,29.03,F
Mombasa,2020-05-19,151,143,30.66,F
Mombasa,2020-05-19,149,136,26.21,F
Mombasa,2020-05-19,147,133,24.56,F
Mombasa,2020-05-19,152,142,29.52,F
Mombasa,2020-05-19,142,131,23.72,F
Mombasa,2020-05-19,154,143,30.27,F
Mombasa,2020-05-20,150,132,27.29,F
Mombasa,2020-05-20,152,136,29.61,F
Mombasa,2020-05-20,148,135,26.9,F
Mombasa,2020-05-20,144,132,23.41,F
Mombasa,2020-05-20,147,134,25.07,F
Mombasa,2020-05-20,140,128,23.02,F
Mombasa,2020-05-20,129,116,18,F
Mombasa,2020-05-20,150,137,28.12,F
Mombasa,2020-05-20,155,142,31.56,F
Mombasa,2020-05-20,146,133,24.5,F
Mombasa,2020-05-20,148,135,26.61,F
Mombasa,2020-05-20,136,125,21.94,F
Mombasa,2020-05-20,159,143,30.37,F
Mombasa,2020-05-20,132,121,18.72,F
Mombasa,2020-05-20,150,136,27.65,F
Mombasa,2020-05-20,138,126,22.03,F
Mombasa,2020-05-20,150,137,24.49,F
Mombasa,2020-05-20,142,130,23.57,F
Mombasa,2020-05-20,130,118,17.46,F
Mombasa,2020-05-20,140,130,20.24,F
Mombasa,2020-05-20,145,133,20.19,F
Mombasa,2020-05-20,144,131,25.18,F
Mombasa,2020-05-20,208,192,85.18,F
Mombasa,2020-05-20,199,182,70.58,F
Mombasa,2020-05-20,206,187,75.82,F
Mombasa,2020-05-20,179,165,51.59,F
Mombasa,2020-05-20,196,180,63.72,F
Mombasa,2020-05-20,178,164,44.78,F
Mombasa,2020-05-20,176,161,44.4,F
Mombasa,2020-05-20,181,165,47.31,F
Mombasa,2020-05-20,193,181,65.26,F
Mombasa,2020-05-20,212,194,79.27,F
Mombasa,2020-05-20,196,180,67.16,F
Mombasa,2020-05-20,193,178,63.24,F
Mombasa,2016-06-22,226,203,121.33,M
Mombasa,2016-06-22,197,176,74.34,M
Mombasa,2016-06-22,245,215,141.56,M
Mombasa,2016-06-22,201,181,81.44,M
Mombasa,2016-06-22,251,218,147.46,M
Mombasa,2016-06-22,209,182,82.45,M
Mombasa,2016-06-22,221,185,90.57,M
Mombasa,2016-06-22,246,232,148.92,M
Mombasa,2016-06-22,185,170,71.55,M
Mombasa,2016-06-22,231,196,138.74,M
Mombasa,2016-06-22,208,188,91.59,M
Mombasa,2016-06-22,201,179,94.55,M
Mombasa,2016-06-22,198,176,59.78,M
Mombasa,2016-06-22,199,171,68.65,M
Mombasa,2016-06-22,202,177,91.33,M
Mombasa,2016-06-22,244,220,143.3,M
Mombasa,2016-06-22,224,189,105.36,M
Mombasa,2016-06-22,193,177,72.06,M
Mombasa,2016-06-22,222,192,99.56,M
Mombasa,2016-06-22,206,187,89.45,M
Mombasa,2016-06-22,189,176,71.01,M
Mombasa,2016-06-22,177,164,49.54,M
Mombasa,2016-06-22,193,175,75.33,M
Mombasa,2016-06-22,203,184,98.55,M
Mombasa,2016-06-22,214,195,88.79,M
Mombasa,2016-06-22,201,182,75.04,M
Mombasa,2016-06-22,224,206,113.56,M
Mombasa,2016-06-22,178,164,56.73,M
Mombasa,2016-06-22,190,174,50.22,M
Mombasa,2016-06-22,186,171,48.41,M
Mombasa,2016-06-22,198,184,70.14,M
Mombasa,2016-06-22,212,193,98.75,M
Mombasa,2016-06-22,197,180,70.69,M
Mombasa,2016-06-22,203,186,76.33,M
Mombasa,2016-06-22,207,187,87.06,M
Mombasa,2016-06-22,198,178,72.02,M
Mombasa,2016-06-22,176,158,52.55,M
Mombasa,2016-06-22,197,182,68.76,M
Mombasa,2016-06-22,203,185,78.98,M
Mombasa,2016-06-22,165,151,50.02,M
Mombasa,2016-06-22,195,181,68.23,M
Mombasa,2016-06-22,213,191,86.63,M
Mombasa,2016-06-22,198,181,71.42,M
Mombasa,2016-06-22,206,188,84.12,M
Mombasa,2016-06-22,168,153,49.88,M
Mombasa,2016-06-22,190,179,68.95,M
Mombasa,2016-06-22,214,193,88.13,M
Mombasa,2016-06-22,188,175,71.12,M
Mombasa,2016-06-22,197,182,74.76,M
Mombasa,2016-06-22,172,161,55.85,M
Mombasa,2016-06-22,204,187,81.34,M
Mombasa,2016-06-22,189,170,65.54,M
Mombasa,2016-06-22,202,186,75.43,M
Mombasa,2016-06-22,197,181,73.05,M
Mombasa,2016-06-22,189,172,63.56,M
Mombasa,2016-06-22,171,159,49.63,M
Mombasa,2016-06-22,221,193,90.14,M
Mombasa,2016-06-22,191,177,64.84,M
Mombasa,2016-06-22,180,167,59.11,M
Mombasa,2016-06-22,201,185,77.82,M
Mombasa,2016-06-22,199,182,77.83,M
Mombasa,2016-06-22,179,163,59.35,M
Mombasa,2016-06-22,178,160,54.67,M
Mombasa,2016-06-22,156,137,43.65,M
Mombasa,2016-06-22,176,159,51.33,M
Mombasa,2016-06-22,198,180,89.24,M
Mombasa,2016-06-22,205,189,93.66,M
Mombasa,2016-06-22,198,179,78.56,M
Mombasa,2016-06-22,203,188,80.88,M
Mombasa,2016-06-22,199,181,80.18,M
Mombasa,2016-06-22,188,174,73.21,M
Mombasa,2016-06-22,201,186,78.05,M
Mombasa,2016-06-22,190,179,66.35,M
Mombasa,2016-06-22,193,179,69.21,M
Mombasa,2016-06-22,187,173,71.34,M
Mombasa,2016-06-22,183,167,65.76,M
Mombasa,2020-07-31,192,173,63.18,M
Mombasa,2020-07-31,192,175,63.7,M
Mombasa,2020-07-31,182,166,50.57,M
Mombasa,2020-07-31,185,168,54.4,M
Mombasa,2020-07-31,180,165,48.21,M
Mombasa,2020-07-31,183,167,53.66,M
Mombasa,2020-07-31,183,168,53.19,M
Mombasa,2020-07-31,170,155,42.16,M
Mombasa,2020-07-31,177,162,49.51,M
Mombasa,2020-07-31,180,165,49.55,M
Mombasa,2020-07-31,186,170,52.12,M
Mombasa,2020-07-31,189,172,59.83,M
Mombasa,2020-07-31,180,165,51.14,M
Mombasa,2020-07-31,169,155,42,M
Mombasa,2020-07-31,188,172,55.54,M
Mombasa,2020-07-31,173,158,44.16,M
Mombasa,2020-07-31,188,171,53.12,M
Mombasa,2020-07-31,180,164,47.53,M
Mombasa,2020-07-31,190,174,56.68,M
Mombasa,2020-07-31,177,162,48.75,M
Mombasa,2020-07-31,174,159,43.75,M
Mombasa,2020-07-31,180,165,45.52,M
Mombasa,2020-07-31,173,159,43.38,M
Mombasa,2020-07-31,180,164,46.66,M
Mombasa,2020-07-31,167,154,43.4,M
Mombasa,2020-07-31,175,160,46.28,M
Mombasa,2020-07-31,171,156,43.72,M
Mombasa,2020-07-31,190,174,55.13,M
Mombasa,2020-07-31,174,160,48.06,M
Mombasa,2020-07-31,177,161,48.07,M
Mombasa,2020-07-31,185,170,58.36,M
Mombasa,2020-07-31,185,170,56.51,M
Mombasa,2020-07-31,165,150,38.72,M
Mombasa,2020-07-31,174,158,43.14,M
Mombasa,2020-07-31,188,172,55.7,M
Mombasa,2020-07-31,180,165,49.91,M
Mombasa,2020-07-31,169,155,36.64,M
Mombasa,2020-07-31,167,152,38.41,M
Mombasa,2020-07-31,187,171,57.87,M
Mombasa,2020-07-31,168,154,40.33,M
Mombasa,2020-07-31,182,167,51.27,M
Mombasa,2020-07-31,175,160,47.73,M
Mombasa,2020-07-31,170,155,42.52,M
Mombasa,2020-07-31,186,170,59.79,M
Mombasa,2020-07-31,190,175,60.99,M
Mombasa,2020-07-31,170,155,43.02,M
Mombasa,2020-07-31,162,148,36.61,M
Mombasa,2020-07-31,175,160,48.34,M
Mombasa,2020-07-31,181,165,55.23,M
Mombasa,2020-07-31,188,171,57.18,M
Mombasa,2020-07-31,176,161,49.34,M
Mombasa,2020-07-31,179,163,46.72,M
Mombasa,2020-07-31,192,175,58.32,M
Mombasa,2020-07-31,171,156,43.2,M
Mombasa,2020-07-31,166,151,37.01,M
Mombasa,2020-07-31,180,165,50.44,M
Mombasa,2020-08-21,188,174,60.3,M
Mombasa,2020-08-21,159,144,32.91,M
Mombasa,2020-08-21,223,205,114.9,M
Mombasa,2020-08-21,182,171,62.63,M
Mombasa,2020-07-31,169,154,39.57,M
Mombasa,2020-07-31,169,155,41.58,M
Mombasa,2020-07-31,172,156,44.2,M
Mombasa,2020-07-31,186,170,56.27,M
Mombasa,2020-07-31,183,168,58.25,M
Mombasa,2020-07-31,172,158,43.16,M
Mombasa,2020-07-31,162,148,37.86,M
Mombasa,2020-07-31,182,166,51.06,F
Mombasa,2020-07-31,171,156,44.78,F
Mombasa,2020-07-31,177,161,50.5,F
Mombasa,2020-07-31,178,164,48.25,F
Mombasa,2020-07-31,167,152,39.78,F
Mombasa,2020-07-31,189,172,58.99,F
Mombasa,2020-07-31,185,170,56.52,F
Mombasa,2020-07-31,183,167,55.25,F
Mombasa,2020-07-31,175,160,50.16,F
Mombasa,2020-07-31,183,168,54.11,F
Mombasa,2020-07-31,167,152,41.96,F
Mombasa,2020-07-31,178,162,52.7,F
Mombasa,2020-07-31,176,161,46.41,F
Mombasa,2020-07-31,169,156,45.51,F
Mombasa,2020-07-31,172,157,44.94,F
Mombasa,2020-07-31,175,161,54,F
Mombasa,2020-07-31,182,166,54.83,F
Mombasa,2020-07-31,178,162,48.77,F
Mombasa,2020-07-31,173,159,46.1,F
Mombasa,2020-07-31,172,158,44.17,F
Mombasa,2020-07-31,162,148,38.03,F
Mombasa,2020-07-31,173,159,45.64,F
Mombasa,2020-07-31,182,167,52.48,F
Mombasa,2020-07-31,186,170,56.71,F
Mombasa,2020-07-31,182,166,52.06,F
Mombasa,2020-07-31,178,163,52.77,F
Mombasa,2020-07-31,173,157,47.79,F
Mombasa,2020-07-31,167,153,37.03,F
Mombasa,2020-07-31,189,172,55.25,F
Mombasa,2020-07-31,177,164,47.82,F
Mombasa,2020-07-31,186,170,58.08,F
Mombasa,2020-07-31,192,175,59.91,F
Mombasa,2020-07-31,168,155,41.9,F
Mombasa,2020-07-31,178,163,49.24,F
Mombasa,2020-07-31,175,160,47.48,F
Mombasa,2020-07-31,187,171,58.78,F
Mombasa,2020-07-31,169,155,42.78,F
Mombasa,2020-07-31,172,157,45.39,F
Mombasa,2020-07-31,179,165,47.75,F
Mombasa,2020-07-31,172,157,42.75,F
Mombasa,2020-07-31,168,153,41.12,F
