site,date,tl_mm,fl_mm,wt_gm,sex
Mombasa,2020-07-31,166,151,40.88,F
Mombasa,2020-07-31,168,153,41.84,F
Mombasa,2020-07-31,172,156,42.85,F
Mombasa,2020-07-31,173,160,45.47,F
Mombasa,2020-07-31,184,167,56.62,F
Mombasa,2020-07-31,184,169,58.25,F
Mombasa,2020-07-31,186,171,63.08,F
Mombasa,2020-07-31,202,184,67,F
Mombasa,2020-07-31,183,166,53.42,F
Mombasa,2020-07-31,168,155,41.22,F
Mombasa,2020-07-31,182,167,55.2,F
Mombasa,2020-07-31,166,152,41.43,F
Mombasa,2020-07-31,168,159,41.78,F
Mombasa,2020-07-31,170,155,43.02,F
Mombasa,2020-07-31,174,159,44.6,F
Mombasa,2020-07-31,182,166,55.78,F
Mombasa,2020-07-31,166,151,39.94,F
Mombasa,2020-07-31,183,168,52.11,F
Mombasa,2020-07-31,172,156,41.19,F
Mombasa,2020-07-31,175,160,47.09,F
Mombasa,2020-07-31,168,155,38.85,F
Mombasa,2020-07-31,161,148,35.84,F
Mombasa,2020-07-31,183,167,55.81,F
Mombasa,2020-07-31,174,160,47.3,F
Mombasa,2020-07-31,168,154,39.86,F
Mombasa,2020-07-31,172,158,48.77,F
Mombasa,2020-07-31,175,160,46.23,F
Mombasa,2020-07-31,178,162,51.85,F
Mombasa,2020-07-31,180,165,51.55,F
Mombasa,2020-07-31,173,158,42.24,F
Mombasa,2020-07-31,176,160,49.51,F
Mombasa,2020-07-31,194,176,60.56,F
Mombasa,2020-07-31,184,170,54.64,F
Mombasa,2020-07-31,187,171,58.29,F
Mombasa,2020-07-31,178,163,49.74,F
Mombasa,2020-07-31,201,183,63.93,F
Mombasa,2020-07-31,181,165,53.44,F
Mombasa,2020-07-31,168,154,39.87,F
Mombasa,2020-07-31,186,170,62.92,F
Mombasa,2020-08-21,201,184,73.44,M
Mombasa,2020-08-21,161,153,41.8,M
Mombasa,2020-08-21,197,183,67.78,M
Mombasa,2020-08-21,182,173,56.32,M
Mombasa,2020-08-21,183,166,55.02,M
Mombasa,2020-08-21,175,161,53.64,M
Mombasa,2020-08-21,210,190,82.1,M
Mombasa,2020-08-21,217,198,100.64,M
Mombasa,2020-08-21,203,191,84.91,M
Mombasa,2020-08-21,201,184,70.29,M
Mombasa,2020-08-21,226,208,106.95,M
Mombasa,2020-08-21,181,168,54.83,M
Mombasa,2020-08-21,201,183,65.97,M
Mombasa,2020-08-21,190,178,72.08,M
Mombasa,2020-08-21,176,164,50.71,M
Mombasa,2020-08-21,210,196,93.58,M
Mombasa,2020-08-21,180,165,51.57,M
Mombasa,2020-08-21,203,184,78.2,M
Mombasa,2020-08-21,190,175,61.55,M
Mombasa,2020-08-21,215,197,94.87,M
Mombasa,2020-08-21,220,205,108.68,M
Mombasa,2020-08-21,190,178,71.23,M
Mombasa,2020-08-21,185,173,61.71,M
Mombasa,2020-08-21,210,193,83.7,M
Mombasa,2020-08-21,178,168,52.58,M
Mombasa,2020-08-21,182,168,55.51,M
Mombasa,2020-08-21,210,195,91.21,M
Mombasa,2020-08-21,180,166,56.84,M
Mombasa,2020-08-21,191,176,69.49,M
Mombasa,2020-08-21,190,175,63.86,M
Mombasa,2020-08-21,168,156,46.11,M
Mombasa,2020-08-21,198,182,76.16,M
Mombasa,2020-08-21,205,190,79.32,M
Mombasa,2020-08-21,220,205,116.32,M
Mombasa,2020-08-21,200,185,73.4,M
Mombasa,2020-08-21,214,198,93.37,M
Mombasa,2020-08-21,217,196,100.04,M
Mombasa,2020-08-21,206,193,84.99,M
Mombasa,2020-08-21,230,216,113.92,M
Mombasa,2020-08-21,224,205,122.35,M
Mombasa,2020-08-21,225,206,112.68,M
Mombasa,2020-08-21,200,184,69.73,M
Mombasa,2020-08-21,192,178,61.81,M
Mombasa,2020-08-21,186,170,52.05,M
Mombasa,2020-08-21,225,208,126.75,M
Mombasa,2020-08-21,200,185,84.54,M
Mombasa,2020-08-21,173,158,44.41,M
Mombasa,2020-08-21,204,188,87.39,M
Mombasa,2020-08-21,147,133,25.49,M
Mombasa,2020-08-21,173,159,48.62,M
Mombasa,2020-08-21,176,160,45.35,M
Mombasa,2020-08-21,217,196,99.73,M
Mombasa,2020-08-21,180,165,51.78,M
Mombasa,2020-08-21,181,166,52.75,M
Mombasa,2020-08-21,212,196,87.9,M
Mombasa,2020-08-21,185,170,59.61,M
Mombasa,2020-08-21,185,170,60.91,F
Mombasa,2020-08-21,195,180,71.67,F
Mombasa,2020-08-21,195,180,70.85,F
Mombasa,2020-08-21,183,170,58.34,F
Mombasa,2020-08-21,198,184,79.54,F
Mombasa,2020-08-21,186,172,61.93,F
Mombasa,2020-08-21,153,144,33.46,F
Mombasa,2020-08-21,183,168,55.27,F
Mombasa,2020-08-21,143,138,33.77,F
Mombasa,2020-08-21,217,205,105.56,F
Mombasa,2020-08-21,208,190,86.12,F
Mombasa,2020-08-21,194,177,72.29,F
Mombasa,2020-08-21,199,184,73.31,F
Mombasa,2020-08-21,213,195,96.46,F
Mombasa,2020-08-21,201,189,91.28,F
Mombasa,2020-08-21,192,176,78.79,F
Mombasa,2020-08-21,195,180,80.15,F
Mombasa,2020-08-21,192,179,76.18,F
Mombasa,2020-08-21,193,176,76.81,F
Mombasa,2020-08-21,210,195,101.67,F
Mombasa,2020-08-21,225,208,114.31,F
Mombasa,2020-08-21,212,193,97.93,F
Mombasa,2020-08-21,200,186,84.44,F
Mombasa,2020-08-21,190,175,61.56,F
Mombasa,2020-08-21,217,200,107.04,F
Mombasa,2020-08-21,191,175,109.09,F
Mombasa,2020-08-21,227,200,106,F
Mombasa,2020-08-21,255,235,177.98,F
Mombasa,2020-08-21,138,130,21.55,F
Mombasa,2020-08-21,179,168,60.58,F
Mombasa,2020-08-21,209,190,96.36,F
Mombasa,2020-08-21,215,200,108.39,F
Mombasa,2020-08-21,188,174,61.18,F
Mombasa,2020-08-21,187,174,65.57,F
Mombasa,2020-08-21,198,182,69.83,F
Mombasa,2020-08-21,225,206,112.54,F
Mombasa,2020-08-21,205,192,83.69,F
Mombasa,2020-08-21,193,178,73.09,F
Mombasa,2020-08-21,220,204,118.2,F
Mombasa,2020-08-21,160,149,37.88,F
Mombasa,2020-08-21,206,190,88.41,F
Mombasa,2020-08-21,195,181,73.15,F
Mombasa,2020-08-21,180,165,54,F
Mombasa,2020-08-21,195,182,70.71,F
Mombasa,2020-08-21,188,174,71.3,F
Mombasa,2020-08-21,183,169,57.43,F
Mombasa,2020-08-21,189,171,62.49,F
Mombasa,2020-08-21,184,169,69.63,F
Mombasa,2020-08-21,195,170,69.82,F
Mombasa,2020-08-21,178,163,49.8,F
Mombasa,2020-08-21,205,180,75.28,F
Mombasa,2020-08-21,191,175,66,F
Mombasa,2020-08-21,228,197,99.35,F
Mombasa,2020-08-21,190,175,66.21,F
Mombasa,2020-08-21,215,196,93.58,F
Mombasa,2020-09-09,130,120,16.84,M
Mombasa,2020-09-09,150,137,28.62,M
Mombasa,2020-09-09,151,138,29.72,M
Mombasa,2020-09-09,149,136,27.5,M
Mombasa,2020-09-09,155,142,32.49,M
Mombasa,2020-09-09,154,141,33.6,M
Mombasa,2020-09-09,132,121,19.32,M
Mombasa,2020-09-09,151,140,28.88,M
Mombasa,2020-09-09,151,150,33.2,M
Mombasa,2020-09-09,131,120,18.09,M
Mombasa,2020-09-09,154,143,35.36,M
Mombasa,2020-09-09,153,140,30.72,M
Mombasa,2020-09-09,134,123,20.07,M
Mombasa,2020-09-09,150,139,30.74,M
Mombasa,2020-09-09,127,120,17.4,M
Mombasa,2020-09-09,150,137,29.71,M
Mombasa,2020-09-09,130,121,17.36,M
Mombasa,2020-09-09,130,120,17.48,M
Mombasa,2020-09-09,129,120,17.75,M
Mombasa,2020-09-09,126,118,17.29,M
Mombasa,2020-09-09,155,143,30.6,M
Mombasa,2020-09-09,152,139,28.98,M
Mombasa,2020-09-09,156,147,34.57,M
Mombasa,2020-09-09,161,147,32.5,M
Mombasa,2020-09-09,150,135,27.55,M
Mombasa,2020-09-09,152,140,30.97,M
Mombasa,2020-09-09,157,144,30.81,M
Mombasa,2020-09-09,155,153,32.68,M
Mombasa,2020-09-09,161,148,35.81,M
Mombasa,2020-09-09,162,149,34.32,M
Mombasa,2020-09-09,155,144,31.46,M
Mombasa,2020-09-09,157,145,31.71,M
Mombasa,2020-09-09,161,148,37.13,M
Mombasa,2020-09-09,153,140,30.41,M
Mombasa,2020-09-09,153,140,29.29,M
Mombasa,2020-09-09,157,145,33.49,M
Mombasa,2020-09-09,162,149,35.17,M
Mombasa,2020-09-09,180,165,52.82,M
Mombasa,2020-09-09,180,165,53.03,M
Mombasa,2020-09-09,153,141,27.76,M
Mombasa,2020-09-09,182,166,57.5,M
Mombasa,2020-09-09,180,165,52.58,M
Mombasa,2020-09-09,146,134,23.86,M
Mombasa,2020-09-09,149,138,25.39,M
Mombasa,2020-09-09,170,155,46.33,M
Mombasa,2020-09-09,155,143,31.74,M
Mombasa,2020-09-09,156,145,32.85,M
Mombasa,2020-09-09,178,164,53.48,M
Mombasa,2020-09-09,145,134,23.36,M
Mombasa,2020-09-09,160,146,36.34,M
Mombasa,2020-09-09,169,153,40.79,M
Mombasa,2020-09-09,172,156,44.18,M
Mombasa,2020-09-09,166,151,40.38,M
Mombasa,2020-09-09,160,145,33,M
Mombasa,2020-09-09,160,146,33.79,M
Mombasa,2020-09-09,171,155,43.38,M
Mombasa,2020-09-09,180,164,53.37,M
Mombasa,2020-09-09,164,151,37.82,M
Mombasa,2020-09-09,183,167,55.87,M
Mombasa,2020-09-09,184,168,54.89,M
Mombasa,2020-09-09,181,165,58.29,M
Mombasa,2020-09-09,177,162,51.59,M
Mombasa,2020-09-09,178,164,53.41,M
Mombasa,2020-09-09,171,157,44.64,M
Mombasa,2020-09-09,173,158,46.62,M
Mombasa,2020-09-09,168,155,38.58,M
Mombasa,2020-09-09,175,160,45.38,M
Mombasa,2020-09-09,175,160,47.03,M
Mombasa,2020-09-09,169,155,43.83,M
Mombasa,2020-09-09,166,152,42.01,M
Mombasa,2020-09-09,149,136,26.68,M
Mombasa,2020-09-09,177,162,49.69,M
Mombasa,2020-09-09,146,134,24.3,M
Mombasa,2020-09-09,175,160,46.63,M
Mombasa,2020-09-09,175,160,49.37,M
Mombasa,2020-09-09,170,155,47.36,M
Mombasa,2020-09-09,162,148,33.46,M
Mombasa,2020-09-09,150,135,26.85,M
Mombasa,2020-09-09,193,176,62.42,M
Mombasa,2020-09-09,171,155,45.43,M
Mombasa,2020-09-09,176,161,49.12,M
Mombasa,2020-09-09,144,133,23.28,M
Mombasa,2020-09-09,176,159,48.15,M
Mombasa,2020-09-09,155,140,31.5,M
Mombasa,2020-09-09,166,151,40.68,M
Mombasa,2020-09-09,176,161,50.01,M
Mombasa,2020-09-09,170,155,40.81,M
Mombasa,2020-09-09,154,141,29.46,M
Mombasa,2020-09-09,160,146,34.95,M
Mombasa,2020-09-09,150,139,27.5,M
Mombasa,2020-09-09,174,160,42.17,M
Mombasa,2020-09-09,176,161,51.62,M
Mombasa,2020-09-09,171,157,43.41,M
Mombasa,2020-09-09,176,160,47.22,M
Mombasa,2020-09-09,161,145,36.28,M
Mombasa,2020-09-09,154,140,29.34,M
Mombasa,2020-09-09,130,120,16.86,F
Mombasa,2020-09-09,140,130,21.43,F
Mombasa,2020-09-09,151,138,28.56,F
Mombasa,2020-09-09,137,127,20.91,F
Mombasa,2020-09-09,130,123,19.88,F
Mombasa,2020-09-09,151,139,29.2,F
Mombasa,2020-09-09,154,141,22.45,F
Mombasa,2020-09-09,131,120,17.13,F
Mombasa,2020-09-09,159,146,36.97,F
Mombasa,2020-09-09,128,117,16.84,F
Mombasa,2020-09-09,130,120,17.48,F
Mombasa,2020-09-09,130,119,17.18,F
Mombasa,2020-09-09,128,119,17.45,F
Mombasa,2020-09-09,121,116,14.58,F
Mombasa,2020-09-09,130,120,16.23,F
Mombasa,2020-09-09,136,125,18.12,F
Mombasa,2020-09-09,130,120,17.1,F
Mombasa,2020-09-09,130,120,16.38,F
Mombasa,2020-09-09,129,121,16.4,F
Mombasa,2020-09-09,127,120,15.98,F
Mombasa,2020-09-09,132,127,16.31,F
Mombasa,2020-09-09,155,142,37.9,F
Mombasa,2020-09-09,159,146,32.56,F
Mombasa,2020-09-09,155,140,33.15,F
Mombasa,2020-09-09,160,147,36.21,F
Mombasa,2020-09-09,168,155,43.8,F
Mombasa,2020-09-09,165,151,40.4,F
Mombasa,2020-09-09,157,145,33.66,F
Mombasa,2020-09-09,160,145,38.5,F
Mombasa,2020-09-09,166,150,41.33,F
Mombasa,2020-09-09,167,152,40.36,F
Mombasa,2020-09-09,175,160,45.92,F
Mombasa,2020-09-09,177,163,48.2,F
Mombasa,2020-09-09,170,155,46.2,F
Mombasa,2020-09-09,176,160,48.06,F
Mombasa,2020-09-09,173,159,44.16,F
Mombasa,2020-09-09,166,151,36.48,F
Mombasa,2020-09-09,177,163,48.62,F
Mombasa,2020-09-09,177,161,49.77,F
Mombasa,2020-09-09,197,181,65.15,F
Mombasa,2020-09-09,173,160,48.72,F
Mombasa,2020-09-09,145,133,25.24,F
Mombasa,2020-09-09,152,141,29.7,F
Mombasa,2020-09-09,157,145,33.92,F
Mombasa,2020-09-09,142,132,24.3,F
Mombasa,2020-09-09,168,155,39.45,F
Mombasa,2020-09-09,177,161,49.42,F
Mombasa,2020-09-09,181,165,55.93,F
Mombasa,2020-09-09,162,150,37.58,F
Mombasa,2020-09-09,182,167,52.19,F
Mombasa,2020-09-09,177,163,50.56,F
Mombasa,2020-09-09,187,170,57.38,F
Mombasa,2020-09-09,182,166,55.8,F
Mombasa,2020-09-09,191,175,62.73,F
Mombasa,2020-09-09,181,166,51.58,F
Mombasa,2020-09-09,185,170,59.27,F
Mombasa,2020-09-09,174,160,46.86,F
Mombasa,2020-09-09,176,160,48.55,F
Mombasa,2020-09-09,164,150,37.9,F
Mombasa,2020-09-09,180,165,52.82,F
Mombasa,2020-09-09,168,154,44.75,F
Mombasa,2020-09-09,185,170,54.88,F
Mombasa,2020-09-09,186,170,58.95,F
Mombasa,2020-09-09,170,155,43.16,F
Mombasa,2020-09-09,177,161,50.68,F
Mombasa,2020-09-09,175,160,48.66,F
Mombasa,2020-09-09,169,155,39.68,F
Mombasa,2020-09-09,178,164,51.18,F
Mombasa,2020-09-09,183,168,53.87,F
Mombasa,2020-09-09,167,153,39.92,F
Mombasa,2020-09-09,181,166,53.37,F
Mombasa,2020-09-09,181,166,53.23,F
Mombasa,2020-09-09,147,135,25.26,F
Mombasa,2020-09-09,174,159,46.75,F
Mombasa,2020-09-09,170,155,47.9,F
Mombasa,2020-09-09,164,153,42.25,F
Mombasa,2020-09-09,145,133,25.47,F
Mombasa,2020-09-09,160,147,37,F
Mombasa,2020-09-09,175,166,45.53,F
Mombasa,2020-09-09,180,160,52.64,F
Mombasa,2020-09-09,180,165,53.93,F
Mombasa,2020-09-09,167,153,40.28,F
Mombasa,2020-09-09,172,158,47.47,F
Mombasa,2020-09-09,152,140,28.33,F
Mombasa,2020-09-09,166,152,39.12,F
Mombasa,2020-09-09,178,163,51.43,F
Mombasa,2020-09-09,169,154,41.32,F
Mombasa,2020-09-09,175,160,46.05,F
Mombasa,2020-09-09,165,151,37.65,F
Mombasa,2020-09-09,150,136,24.04,F
Mombasa,2020-09-09,177,165,51.88,F
Mombasa,2020-09-09,184,169,61.96,F
Mombasa,2020-09-09,175,161,46.22,F
Mombasa,2020-09-09,165,154,39.85,F
Mombasa,2020-09-09,180,165,49.92,F
Mombasa,2020-09-09,180,165,46.24,F
Mombasa,2020-09-09,178,164,46.74,F
Mombasa,2020-09-09,165,150,37.26,F
Mombasa,2020-09-09,173,160,43.59,F
Voi,2019-04-29,186,169,55.38,M
Voi,2019-04-29,190,173,58.58,M
Voi,2019-04-29,190,172,60.37,M
Voi,2019-04-29,178,163,45.32,M
Voi,2019-04-29,175,159,45.34,M
Voi,2019-04-29,192,175,62.14,M
Voi,2019-04-29,179,164,44.28,M
Voi,2019-04-29,197,180,65.09,M
Voi,2019-04-29,207,189,76.74,M
Voi,2019-04-29,205,188,76.61,M
Voi,2019-04-29,182,167,48.34,M
Voi,2019-04-29,200,181,70.07,M
Voi,2019-04-29,178,162,50.86,M
Voi,2019-04-29,170,157,43.35,M
Voi,2019-04-29,184,168,57.85,M
Voi,2019-04-29,200,183,72.25,M
Voi,2019-04-29,190,172,65.53,M
Voi,2019-04-29,185,169,52.78,M
Voi,2019-04-29,193,174,60.89,M
Voi,2019-04-29,188,173,55.55,M
Voi,2019-04-29,165,152,40.47,M
Voi,2019-04-29,205,184,69.79,M
Voi,2019-04-29,182,159,49.45,M
Voi,2019-04-29,183,163,53.51,M
Voi,2019-04-29,193,177,57.32,M
Voi,2019-04-29,190,172,55.6,M
Voi,2019-04-29,200,183,70.76,M
Voi,2019-04-29,185,168,50.39,M
Voi,2019-04-29,175,159,43.3,M
Voi,2019-04-29,176,160,42.35,M
Voi,2019-04-29,185,170,53.75,M
Voi,2019-04-29,198,179,66.06,M
Voi,2019-04-29,165,150,36.65,M
Voi,2019-04-29,180,163,44.8,M
Voi,2019-04-29,192,174,61.95,M
Voi,2019-04-29,196,177,62.02,M
Voi,2019-04-29,195,177,62.6,M
Voi,2019-04-29,193,174,60.71,M
Voi,2019-04-29,196,180,63.49,M
Voi,2019-04-29,212,190,80.07,M
Voi,2019-04-29,193,178,64.52,M
Voi,2019-04-29,188,170,55.49,M
Voi,2019-04-29,220,199,88.46,M
Voi,2019-04-29,205,185,78.24,M
Voi,2019-04-29,202,184,70.81,M
Voi,2019-04-29,196,174,65.38,F
Voi,2019-04-29,197,180,70.79,F
Voi,2019-04-29,194,176,65.98,F
Voi,2019-04-29,191,173,60.63,F
Voi,2019-04-29,174,159,45.47,F
Voi,2019-04-29,190,173,59.58,F
Voi,2019-04-29,199,181,66.63,F
Voi,2019-04-29,166,151,41.79,F
Voi,2019-04-29,171,158,45.35,F
Voi,2019-04-29,191,173,60.09,F
Voi,2019-04-29,194,176,62.14,F
Voi,2019-04-29,179,164,48.48,F
Voi,2019-04-29,191,176,61.09,F
Voi,2019-04-29,191,174,58.09,F
Voi,2019-04-29,176,159,48.95,F
Voi,2019-04-29,194,175,61.66,F
Voi,2019-04-29,213,193,79.6,F
Voi,2019-04-29,180,165,47.78,F
Voi,2019-04-29,198,180,72.51,F
Voi,2019-04-29,174,159,48.27,F
Voi,2019-04-29,194,175,61.67,F
Voi,2019-04-29,175,160,46.62,F
Voi,2019-04-29,196,179,65.79,F
Voi,2019-04-29,195,178,65.29,F
Voi,2019-04-29,175,159,46.85,F
Voi,2019-04-29,190,173,58.72,F
Voi,2019-04-29,184,168,56.47,F
Voi,2019-04-29,222,204,103.59,F
Voi,2019-04-30,175,159,45.59,F
Voi,2019-04-30,222,199,94.05,F
Voi,2019-04-30,184,169,53.81,F
Voi,2019-04-30,176,161,50.34,F
Voi,2019-04-30,199,181,71.42,F
Voi,2019-04-30,175,157,43.93,F
Voi,2019-04-30,190,171,56.73,F
Voi,2019-04-30,174,157,44.91,F
Voi,2019-04-30,185,168,54.36,F
Voi,2019-04-30,192,176,60.9,F
Voi,2019-04-30,189,170,56.66,F
Voi,2019-04-30,193,174,61.4,F
Voi,2019-04-30,221,198,95.2,F
Voi,2019-05-16,176,160,41.73,M
Voi,2019-05-16,175,161,44.74,M
Voi,2019-05-16,182,166,48.39,M
Voi,2019-05-16,178,162,44.96,M
Voi,2019-05-16,171,154,43.2,M
Voi,2019-05-16,174,158,44.25,M
Voi,2019-05-16,177,163,46.01,M
Voi,2019-05-16,184,167,54.37,M
Voi,2019-05-16,179,163,49.04,M
Voi,2019-05-16,162,144,36.3,M
Voi,2019-05-16,177,161,45.8,M
Voi,2019-05-16,182,166,53.73,M
Voi,2019-05-16,179,161,50.49,M
Voi,2019-05-16,180,163,47.08,M
Voi,2019-05-16,173,156,45.69,M
Voi,2019-05-16,181,164,52.23,M
Voi,2019-05-16,170,154,43.4,M
Voi,2019-05-16,181,161,49.47,M
Voi,2019-05-16,176,161,47.09,M
Voi,2019-05-16,178,162,47.09,M
Voi,2019-05-16,185,168,55.03,M
Voi,2019-05-16,170,155,41.77,M
Voi,2019-05-16,181,164,50.13,M
Voi,2019-05-16,173,158,42.22,M
Voi,2019-05-16,173,157,39.4,F
Voi,2019-05-16,183,168,50.43,F
Voi,2019-05-16,172,154,45.56,F
Voi,2019-05-16,180,164,48.85,F
Voi,2019-05-16,182,166,48.18,F
Voi,2019-05-16,181,168,51.09,F
Voi,2019-05-16,192,177,59.37,F
Voi,2019-05-16,186,168,49.32,F
Voi,2019-05-16,180,164,46.96,F
Voi,2019-05-16,174,154,41.84,F
Voi,2019-05-16,182,166,54.66,F
Voi,2019-05-16,177,160,45.35,F
Voi,2019-05-16,177,161,49.58,F
Voi,2019-05-16,174,159,41.42,F
Voi,2019-05-16,177,160,47.03,F
Voi,2019-05-16,170,154,43.9,F
Voi,2019-05-16,177,161,46.35,F
Voi,2019-05-16,185,167,50.79,F
Voi,2019-05-16,175,160,46.57,F
Voi,2019-05-16,190,175,56.07,F
Voi,2019-05-16,184,168,51.5,F
Voi,2019-05-16,180,162,47.98,F
Voi,2019-05-16,177,162,48.18,F
Voi,2019-05-16,173,158,45.8,F
Voi,2019-05-16,169,152,41.11,F
Voi,2019-05-16,181,164,52,F
Voi,2019-05-16,186,173,61.04,F
Voi,2019-05-16,166,150,38.22,F
Voi,2019-05-16,174,158,48.8,F
Voi,2019-05-16,182,164,51.21,F
Voi,2019-05-16,172,156,40.74,F
Voi,2019-05-16,171,159,46.11,F
Voi,2019-05-16,175,158,44.92,F
Voi,2019-05-16,175,158,43.87,F
Voi,2019-05-16,186,168,56.77,F
Voi,2019-05-16,175,160,47.73,F
Voi,2019-05-16,180,164,53.34,F
Voi,2019-05-16,186,170,52.56,F
Voi,2019-05-16,180,165,50.63,F
Voi,2019-05-16,175,158,42.29,F
Voi,2019-05-16,176,159,44.12,F
Voi,2019-05-16,168,153,39.65,F
Voi,2019-05-16,172,159,44.1,F
Voi,2019-05-16,187,170,54.6,F
Voi,2019-05-16,184,169,49,F
Voi,2019-06-15,189,170,50.86,M
Voi,2019-06-15,180,163,47.44,M
Voi,2019-06-15,176,161,44.67,M
Voi,2019-06-15,169,160,39.07,M
Voi,2019-06-15,189,171,54.46,M
Voi,2019-06-15,184,169,51.47,M
Voi,2019-06-15,190,174,56.59,M
Voi,2019-06-15,202,184,67.24,M
Voi,2019-06-15,185,169,55.22,M
Voi,2019-06-15,188,172,48.4,M
Voi,2019-06-15,174,159,42.27,M
Voi,2019-06-15,167,154,39.89,M
Voi,2019-06-15,187,171,57.95,M
Voi,2019-06-15,192,174,57.75,M
Voi,2019-06-15,174,159,43.43,M
Voi,2019-06-15,182,165,49.97,M
Voi,2019-06-15,181,166,49.64,M
Voi,2019-06-15,181,166,51.41,M
Voi,2019-06-15,177,163,46.64,M
Voi,2019-06-15,175,161,47.7,M
Voi,2019-06-15,182,167,49.62,M
Voi,2019-06-15,181,166,47.76,M
Voi,2019-06-15,171,155,41.3,M
Voi,2019-06-15,176,162,46.4,M
Voi,2019-06-15,180,162,45.76,M
Voi,2019-06-15,175,161,45.59,M
Voi,2019-06-15,182,166,50.95,M
Voi,2019-06-15,184,169,51.7,M
Voi,2019-06-15,183,166,46.76,M
Voi,2019-06-15,183,166,49.73,M
Voi,2019-06-15,188,174,49.25,M
Voi,2019-06-15,167,154,38.47,M
Voi,2019-06-15,177,162,45.47,M
Voi,2019-06-15,184,167,54.76,M
Voi,2019-06-15,167,152,37.61,M
Voi,2019-06-15,186,169,50.96,F
Voi,2019-06-15,189,169,54.75,F
Voi,2019-06-15,175,161,42.25,F
Voi,2019-06-15,185,168,50.62,F
Voi,2019-06-15,183,163,49.61,F
Voi,2019-06-15,180,167,45.57,F
Voi,2019-06-15,185,168,49.15,F
Voi,2019-06-15,178,161,49.91,F
Voi,2019-06-15,181,167,50.48,F
Voi,2019-06-15,179,164,47.73,F
Voi,2019-06-15,183,163,50.16,F
Voi,2019-06-15,175,163,44,F
Voi,2019-06-15,184,168,49.53,F
Voi,2019-06-15,181,166,49.62,F
Voi,2019-06-15,183,167,52.73,F
Voi,2019-06-15,193,176,60.07,F
Voi,2019-06-15,185,168,51.11,F
Voi,2019-06-15,194,178,64.08,F
Voi,2019-06-15,187,170,57.62,F
Voi,2019-06-15,179,162,48.2,F
Voi,2019-06-15,171,158,41.54,F
Voi,2019-06-15,189,173,55.58,F
Voi,2019-06-15,180,165,52.89,F
Voi,2019-06-15,190,175,55.77,F
Voi,2019-06-15,184,169,54.62,F
Voi,2019-06-15,204,185,67.06,F
Voi,2019-06-15,172,159,45.37,F
Voi,2019-06-15,182,167,48.21,F
Voi,2019-06-15,182,167,49.62,F
Voi,2019-06-15,189,174,54.4,F
Voi,2019-06-15,184,168,53.79,F
Voi,2019-06-15,192,175,56.76,F
Voi,2019-06-15,176,163,45.47,F
Voi,2019-06-15,191,176,57.63,F
Voi,2019-06-15,193,176,58.79,F
Voi,2019-06-15,185,168,52.61,F
Voi,2019-06-15,177,161,46.77,F
Voi,2019-06-15,190,174,53.45,F
Voi,2019-06-15,184,168,52.54,F
Voi,2019-06-15,174,159,43.46,F
Voi,2019-06-15,187,173,56.34,F
Voi,2019-06-15,190,172,56.89,F
Voi,2019-06-15,179,162,45.98,F
Voi,2019-06-15,192,174,56.28,F
Voi,2019-06-15,183,167,52.47,F
Voi,2019-06-15,186,168,55.21,F
Voi,2019-06-15,183,163,52.35,F
Voi,2019-06-15,200,184,71.12,F
Voi,2019-06-15,178,163,50.37,F
Voi,2019-06-15,184,166,52.56,F
Voi,2019-06-15,187,172,50.33,F
Voi,2019-06-15,179,163,45.91,F
Voi,2019-06-15,189,173,54.07,F
Voi,2019-07-12,177,161,44.09,M
Voi,2019-07-12,189,172,55.98,M
Voi,2019-07-12,176,160,48.79,M
Voi,2019-07-12,188,167,52.42,M
Voi,2019-07-12,183,164,51.82,M
Voi,2019-07-12,196,175,61.68,M
Voi,2019-07-12,178,163,49.49,M
Voi,2019-07-12,179,162,46.71,M
Voi,2019-07-12,185,170,55.65,M
Voi,2019-07-12,184,164,52.05,M
Voi,2019-07-12,189,171,58.07,M
Voi,2019-07-12,184,164,53.4,M
Voi,2019-07-12,177,160,47.02,M
Voi,2019-07-12,173,155,39.02,M
Voi,2019-07-12,188,169,49.14,M
Voi,2019-07-12,178,160,44.63,M
Voi,2019-07-12,195,176,60.36,M
Voi,2019-07-12,195,174,62.51,M
Voi,2019-07-12,184,165,57.91,M
Voi,2019-07-12,170,154,41.59,M
Voi,2019-07-12,178,161,47.58,M
Voi,2019-07-12,180,163,50.93,M
Voi,2019-07-12,196,179,69.77,M
Voi,2019-07-12,172,156,45.18,M
Voi,2019-07-12,176,160,50.4,M
Voi,2019-07-12,187,170,56.17,M
Voi,2019-07-12,182,173,66.88,M
Voi,2019-07-12,195,176,74.94,M
Voi,2019-07-12,181,165,51.07,M
Voi,2019-07-27,187,170,59.08,M
Voi,2019-07-27,196,178,64.64,M
Voi,2019-07-27,184,163,49.8,M
Voi,2019-07-27,189,172,54.6,M
Voi,2019-07-27,195,176,60.18,M
Voi,2019-07-27,182,164,46.39,M
Voi,2019-07-27,183,166,51.09,M
Voi,2019-07-27,170,156,45.92,M
Voi,2019-07-27,186,170,59.13,M
Voi,2019-07-27,181,163,52.43,M
Voi,2019-07-27,184,164,49.95,M
Voi,2019-07-27,180,162,46.9,M
Voi,2019-07-27,179,161,46.7,M
Voi,2019-07-27,177,159,42.84,M
Voi,2019-07-27,187,168,51.9,M
Voi,2019-07-27,176,155,41.05,M
